	Symbol	Entrez
ENSG00000211883	TRAJ6	NA
ENSG00000211884	TRAJ5	NA
ENSG00000211885	TRAJ4	NA
ENSG00000211886	TRAJ3	NA
ENSG00000211887	TRAJ2	NA
ENSG00000211888	TRAJ1	NA
ENSG00000211889	NA	NA
ENSG00000211890	IGHA2	NA
ENSG00000211891	IGHE	NA
ENSG00000211892	IGHG4	NA
ENSG00000211893	IGHG2	NA
ENSG00000211894	NA	NA
ENSG00000211895	IGHA1	NA
ENSG00000211896	IGHG1	NA
ENSG00000211897	IGHG3	NA
ENSG00000211898	IGHD	NA
ENSG00000211899	IGHM	NA
ENSG00000211900	IGHJ6	NA
ENSG00000211901	NA	NA
ENSG00000211902	NA	NA
ENSG00000211903	NA	NA
ENSG00000211904	IGHJ2	NA
ENSG00000211905	IGHJ1	NA
ENSG00000211906	NA	NA
ENSG00000211907	IGHD1-26	NA
ENSG00000211908	NA	NA
ENSG00000211909	IGHD5-24	NA
ENSG00000211910	NA	NA
ENSG00000211911	IGHD3-22	NA
ENSG00000211912	IGHD2-21	NA
ENSG00000211913	NA	NA
ENSG00000211914	IGHD6-19	NA
ENSG00000211915	IGHD5-18	NA
ENSG00000211916	NA	NA
ENSG00000211917	IGHD3-16	NA
ENSG00000211918	IGHD2-15	NA
ENSG00000211919	NA	NA
ENSG00000211920	IGHD6-13	NA
ENSG00000211921	IGHD5-12	NA
ENSG00000211922	NA	NA
ENSG00000211923	IGHD3-10	NA
ENSG00000211924	IGHD3-9	NA
ENSG00000211925	IGHD2-8	NA
ENSG00000211926	NA	NA
ENSG00000211927	NA	NA
ENSG00000211928	IGHD5-5	NA
ENSG00000211929	NA	NA
ENSG00000211930	IGHD3-3	NA
ENSG00000211931	IGHD2-2	NA
ENSG00000211932	NA	NA
ENSG00000211933	IGHV6-1	NA
ENSG00000211934	IGHV1-2	NA
ENSG00000211935	IGHV1-3	NA
ENSG00000211936	NA	NA
ENSG00000211937	IGHV2-5	NA
ENSG00000211938	IGHV3-7	NA
ENSG00000211939	NA	NA
ENSG00000211940	NA	NA
ENSG00000211941	IGHV3-11	NA
ENSG00000211942	IGHV3-13	NA
ENSG00000211943	IGHV3-15	NA
ENSG00000211944	IGHV3-16	NA
ENSG00000211945	IGHV1-18	NA
ENSG00000211946	IGHV3-20	NA
ENSG00000211947	IGHV3-21	NA
ENSG00000211948	NA	NA
ENSG00000211949	IGHV3-23	NA
ENSG00000211950	IGHV1-24	NA
ENSG00000211951	IGHV2-26	NA
ENSG00000211952	IGHV4-28	NA
ENSG00000211953	NA	NA
ENSG00000211954	NA	NA
ENSG00000211955	IGHV3-33	NA
ENSG00000211956	IGHV4-34	NA
ENSG00000211957	IGHV3-35	NA
ENSG00000211958	IGHV3-38	NA
ENSG00000211959	IGHV4-39	NA
ENSG00000211960	NA	NA
ENSG00000211961	IGHV1-45	NA
ENSG00000211962	IGHV1-46	NA
ENSG00000211963	NA	NA
ENSG00000211964	IGHV3-48	NA
ENSG00000211965	IGHV3-49	NA
ENSG00000211966	IGHV5-51	NA
ENSG00000211967	IGHV3-53	NA
ENSG00000211968	IGHV1-58	NA
ENSG00000211969	NA	NA
ENSG00000211970	IGHV4-61	NA
ENSG00000211971	NA	NA
ENSG00000211972	IGHV3-66	NA
ENSG00000211973	IGHV1-69	NA
ENSG00000211974		NA
ENSG00000211975	NA	NA
ENSG00000211976	IGHV3-73	NA
ENSG00000211977	NA	NA
ENSG00000211978	IGHV5-78	NA
ENSG00000211979	IGHV7-81	NA
ENSG00000211983		NA
ENSG00000211984		NA
ENSG00000211987		NA
ENSG00000211990		NA
ENSG00000211991		NA
ENSG00000211995		NA
ENSG00000211996	NA	NA
ENSG00000211997	MIR708	100126333
ENSG00000212001		NA
ENSG00000212007		NA
ENSG00000212013	MIR509-2	100126301
ENSG00000212014	MIR509-3	100126337
ENSG00000212017	MIR548U	100422884
ENSG00000212022		NA
ENSG00000212024	MIR550A3	100616354
ENSG00000212025		NA
ENSG00000212026	NA	NA
ENSG00000212027	MIR374B	NA
ENSG00000212028	NA	NA
ENSG00000212029	NA	NA
ENSG00000212030		NA
ENSG00000212031		NA
ENSG00000212032		NA
ENSG00000212034		NA
ENSG00000212036		NA
ENSG00000212037		NA
ENSG00000212038	NA	NA
ENSG00000212039		NA
ENSG00000212040	MIR543	NA
ENSG00000212042	NA	NA
ENSG00000212044		NA
ENSG00000212045		NA
ENSG00000212049		NA
ENSG00000212051	MIR320C2	100302195
ENSG00000212053	NA	NA
ENSG00000212054		NA
ENSG00000212055		NA
ENSG00000212057		NA
ENSG00000212061		NA
ENSG00000212063		NA
ENSG00000212064	NA	NA
ENSG00000212065		NA
ENSG00000212066		NA
ENSG00000212067		NA
ENSG00000212070		NA
ENSG00000212071		NA
ENSG00000212072		NA
ENSG00000212073		NA
ENSG00000212074	NA	NA
ENSG00000212075		NA
ENSG00000212076	MIR761	NA
ENSG00000212079	NA	NA
ENSG00000212082	NA	NA
ENSG00000212084		NA
ENSG00000212085		NA
ENSG00000212086		NA
ENSG00000212089		NA
ENSG00000212091		NA
ENSG00000212093		NA
ENSG00000212094		NA
ENSG00000212095		NA
ENSG00000212098		NA
ENSG00000212099		NA
ENSG00000212100	MIR764	100313838
ENSG00000212101		NA
ENSG00000212102	MIR301B	100126318
ENSG00000212104		NA
ENSG00000212106	NA	NA
ENSG00000212110	NA	NA
ENSG00000212111		NA
ENSG00000212114		NA
ENSG00000212121	NA	NA
ENSG00000212122	TSSK1B	83942
ENSG00000212123	PRR22	163154
ENSG00000212124	TAS2R19	259294
ENSG00000212125	TAS2R15P	NA
ENSG00000212126	TAS2R50	259296
ENSG00000212127	TAS2R14	50840
ENSG00000212128	TAS2R13	50838
ENSG00000212133	RNU6-1168P	NA
ENSG00000212134		NA
ENSG00000212135	SNORD67	692108
ENSG00000212136	RNU6-696P	NA
ENSG00000212137	NA	NA
ENSG00000212138	RNA5SP372	NA
ENSG00000212140	RNU6-1320P	NA
ENSG00000212143	NA	NA
ENSG00000212144		NA
ENSG00000212145		NA
ENSG00000212146	RNU6-910P	NA
ENSG00000212147	RNU6-1106P	NA
ENSG00000212148	NA	NA
ENSG00000212149		NA
ENSG00000212153	RNU1-82P	NA
ENSG00000212154	RNA5SP377	NA
ENSG00000212156	RNU6-576P	NA
ENSG00000212157	RNU6-1319P	NA
ENSG00000212158	SNORD66	692107
ENSG00000212160	RNU6-205P	NA
ENSG00000212161		NA
ENSG00000212163	SNORD91A	692207
ENSG00000212165		NA
ENSG00000212166	NA	NA
ENSG00000212167	RNU6-763P	NA
ENSG00000212168		NA
ENSG00000212169	NA	NA
ENSG00000212170	RNU1-77P	NA
ENSG00000212171	RNA5SP86	NA
ENSG00000212172	RNU1-149P	NA
ENSG00000212173	NA	NA
ENSG00000212174	NA	NA
ENSG00000212175		NA
ENSG00000212176	RNA5SP207	NA
ENSG00000212177	NA	NA
ENSG00000212181		NA
ENSG00000212182		NA
ENSG00000212184	RNU6-440P	NA
ENSG00000212186	RNU6-258P	NA
ENSG00000212187		NA
ENSG00000212189	RNU6-328P	NA
ENSG00000212190	RNU6-298P	NA
ENSG00000212191		NA
ENSG00000212195		NA
ENSG00000212197	NA	NA
ENSG00000212199	RNU6-127P	NA
ENSG00000212204	RNA5SP91	NA
ENSG00000212205		NA
ENSG00000212206		NA
ENSG00000212207	RNU6-1321P	NA
ENSG00000212211		NA
ENSG00000212212	NA	NA
ENSG00000212214		NA
ENSG00000212215	RNU6-913P	NA
ENSG00000212216	RNU6-816P	NA
ENSG00000212217	NA	NA
ENSG00000212219	RNU6-604P	NA
ENSG00000212221	RNU6-220P	NA
ENSG00000212224		NA
ENSG00000212226	RNU6-907P	NA
ENSG00000212228		NA
ENSG00000212229		NA
ENSG00000212230	RNU6-747P	NA
ENSG00000212232	SNORD17	692086
ENSG00000212237	RNA5SP18	NA
ENSG00000212238	RNA5SP244	NA
ENSG00000212240	RNU6-930P	NA
ENSG00000212241		NA
ENSG00000212242	RNA5SP219	NA
ENSG00000212243	NA	NA
ENSG00000212246	RNU6-360P	NA
ENSG00000212247	RNU6-278P	NA
ENSG00000212248	RNU6-750P	NA
ENSG00000212249		NA
ENSG00000212251	RNA5SP376	NA
ENSG00000212253	NA	NA
ENSG00000212254	RNU6-124P	NA
ENSG00000212257	RNU6-1176P	NA
ENSG00000212258	RNA5SP176	NA
ENSG00000212259	RNU6-308P	NA
ENSG00000212260	RNU6-724P	NA
ENSG00000212264		NA
ENSG00000212265	RNA5SP185	NA
ENSG00000212266		NA
ENSG00000212269	RNU6-788P	NA
ENSG00000212270		NA
ENSG00000212273		NA
ENSG00000212276	RNA5SP292	NA
ENSG00000212277	NA	NA
ENSG00000212278		NA
ENSG00000212279		NA
ENSG00000212280	RNA5SP256	NA
ENSG00000212282	RNU6-578P	NA
ENSG00000212283	SNORD89	692205
ENSG00000212284	NA	NA
ENSG00000212286	NA	NA
ENSG00000212289	RNA5SP339	NA
ENSG00000212290	RNA5SP424	NA
ENSG00000212292	RNU6-239P	NA
ENSG00000212293		NA
ENSG00000212295		NA
ENSG00000212296	SNORD72	619564
ENSG00000212297	RNU6-821P	NA
ENSG00000212298	RNU6-1009P	NA
ENSG00000212299	NA	NA
ENSG00000212300	NA	NA
ENSG00000212302		NA
ENSG00000212303	RNU6-1154P	NA
ENSG00000212304	SNORD12	692057
ENSG00000212305	RNU6-679P	NA
ENSG00000212306		NA
ENSG00000212308	RNA5SP23	NA
ENSG00000212309		NA
ENSG00000212312	RNA5SP109	NA
ENSG00000212313	NA	NA
ENSG00000212314	RNU6-1307P	NA
ENSG00000212316	RNU6-1228P	NA
ENSG00000212319		NA
ENSG00000212320	NA	NA
ENSG00000212321		NA
ENSG00000212324	RNU6-129P	NA
ENSG00000212325		NA
ENSG00000212326	NA	NA
ENSG00000212327	RNU6-882P	NA
ENSG00000212329	RNU6-316P	NA
ENSG00000212330	RNU6-244P	NA
ENSG00000212331	RNA5SP297	NA
ENSG00000212332	RNU6-780P	NA
ENSG00000212333	RNA5SP213	NA
ENSG00000212335		NA
ENSG00000212336	RNA5SP210	NA
ENSG00000212338		NA
ENSG00000212339	NA	NA
ENSG00000212340	RNU6-739P	NA
ENSG00000212341	NA	NA
ENSG00000212342		NA
ENSG00000212344	RNU6-823P	NA
ENSG00000212345	RNU6-700P	NA
ENSG00000212347		NA
ENSG00000212348	RNU6-1300P	NA
ENSG00000212351	NA	NA
ENSG00000212352	NA	NA
ENSG00000212354	RNU6-1242P	NA
ENSG00000212355	NA	NA
ENSG00000212358	RNU6-837P	NA
ENSG00000212359	RNU6-550P	NA
ENSG00000212360	RNU6-1177P	NA
ENSG00000212363		NA
ENSG00000212365	RNA5SP332	NA
ENSG00000212366	RNU6-1246P	NA
ENSG00000212367	NA	NA
ENSG00000212368	RNU6-1000P	NA
ENSG00000212370	RNU6-482P	NA
ENSG00000212371		NA
ENSG00000212373	RNA5SP171	NA
ENSG00000212374	RNU6-401P	NA
ENSG00000212376	NA	NA
ENSG00000212377		NA
ENSG00000212378		NA
ENSG00000212379	RNU6-269P	NA
ENSG00000212380	SNORD115-45	NA
ENSG00000212381	NA	NA
ENSG00000212382	RNU6-159P	NA
ENSG00000212383		NA
ENSG00000212384	SNORD113-2	767562
ENSG00000212385	RNU6-817P	NA
ENSG00000212386	NA	NA
ENSG00000212387	RNU6-1055P	NA
ENSG00000212388	RNU6-796P	NA
ENSG00000212389	RNU6-1275P	NA
ENSG00000212391		NA
ENSG00000212392		NA
ENSG00000212395		NA
ENSG00000212396	RNA5SP323	NA
ENSG00000212397		NA
ENSG00000212398	RNU6-1248P	NA
ENSG00000212402		677841
ENSG00000212404		NA
ENSG00000212407	RNU6-663P	NA
ENSG00000212408	NA	NA
ENSG00000212409	RNY4P18	NA
ENSG00000212410	RNU6-932P	NA
ENSG00000212411		NA
ENSG00000212413	RNU11-3P	NA
ENSG00000212414		NA
ENSG00000212415		NA
ENSG00000212416	NA	NA
ENSG00000212418	RNY4P36	NA
ENSG00000212419	NA	NA
ENSG00000212420	RNU6-1111P	NA
ENSG00000212421		NA
ENSG00000212422		NA
ENSG00000212424	RNU1-119P	NA
ENSG00000212425	RNA5SP105	NA
ENSG00000212428		NA
ENSG00000212429	RNU11-6P	NA
ENSG00000212431	NA	NA
ENSG00000212432		NA
ENSG00000212433	RNA5SP252	NA
ENSG00000212434		NA
ENSG00000212437	NA	NA
ENSG00000212439	NA	NA
ENSG00000212440		NA
ENSG00000212441	RNU6-1269P	NA
ENSG00000212442	RNU6-243P	NA
ENSG00000212443	SNORA53	677832
ENSG00000212445		NA
ENSG00000212446	RNU6-131P	NA
ENSG00000212447	SNORD90	692206
ENSG00000212448		NA
ENSG00000212449	NA	NA
ENSG00000212450	RNU6-241P	NA
ENSG00000212451	RNU11-4P	NA
ENSG00000212452	SNORD69	692109
ENSG00000212453	NA	NA
ENSG00000212454	RNA5SP286	NA
ENSG00000212455		NA
ENSG00000212456	NA	NA
ENSG00000212457	RNU6-644P	NA
ENSG00000212458		NA
ENSG00000212459	RNU6-695P	NA
ENSG00000212460	RNU6-460P	NA
ENSG00000212461		NA
ENSG00000212463	NA	NA
ENSG00000212464	SNORA12	677800
ENSG00000212466	RNU6-952P	NA
ENSG00000212468	RNU6-754P	NA
ENSG00000212469	RNU6-1158P	NA
ENSG00000212473	RNU1-101P	NA
ENSG00000212474	NA	NA
ENSG00000212475	RNU6-400P	NA
ENSG00000212479		NA
ENSG00000212482	RNU6-530P	NA
ENSG00000212485	RNU6-1197P	NA
ENSG00000212487	NA	NA
ENSG00000212489	RNU6-1109P	NA
ENSG00000212490		NA
ENSG00000212491	NA	NA
ENSG00000212493	SNORD19	NA
ENSG00000212495	RNU6-332P	NA
ENSG00000212496	RNU6-1093P	NA
ENSG00000212497	RNA5SP465	NA
ENSG00000212498	SNORD86	692201
ENSG00000212499	RNA5SP300	NA
ENSG00000212502	NA	NA
ENSG00000212504	NA	NA
ENSG00000212505	RNA5SP299	NA
ENSG00000212510	RNU6-972P	NA
ENSG00000212511		NA
ENSG00000212512		NA
ENSG00000212514	NA	NA
ENSG00000212516	RNU6-1268P	NA
ENSG00000212517		NA
ENSG00000212518	RNU11-5P	NA
ENSG00000212520	RNU6-1250P	NA
ENSG00000212521	RNU6-918P	NA
ENSG00000212522	NA	NA
ENSG00000212525	RNA5SP212	NA
ENSG00000212526	RNU6-466P	NA
ENSG00000212527	RNA5SP63	NA
ENSG00000212528	SNORD115-47	NA
ENSG00000212529		NA
ENSG00000212530	NA	NA
ENSG00000212531	NA	NA
ENSG00000212532		NA
ENSG00000212533		NA
ENSG00000212534	SNORD70	692110
ENSG00000212535	RNU6-808P	NA
ENSG00000212536	RNA5SP474	NA
ENSG00000212538		NA
ENSG00000212539		NA
ENSG00000212541	RNU6-510P	NA
ENSG00000212542	RNA5SP496	NA
ENSG00000212544	NA	NA
ENSG00000212545	RNU6-337P	NA
ENSG00000212546	RNU6-995P	NA
ENSG00000212549	RNA5SP354	NA
ENSG00000212550	RNU1-78P	NA
ENSG00000212551		NA
ENSG00000212552	NA	NA
ENSG00000212553		NA
ENSG00000212555	RNU6-192P	NA
ENSG00000212556		NA
ENSG00000212558		NA
ENSG00000212559	RNA5SP35	NA
ENSG00000212560	RNU6-630P	NA
ENSG00000212561	RNU6-381P	NA
ENSG00000212564	RNU6-1326P	NA
ENSG00000212565		NA
ENSG00000212566	NA	NA
ENSG00000212567		NA
ENSG00000212568	RNU6-1254P	NA
ENSG00000212569		NA
ENSG00000212571	RNA5SP482	NA
ENSG00000212572	RNU6-903P	NA
ENSG00000212573	NA	NA
ENSG00000212574	NA	NA
ENSG00000212576	RNA5SP467	NA
ENSG00000212577	NA	NA
ENSG00000212579		NA
ENSG00000212580		NA
ENSG00000212581		NA
ENSG00000212582	NA	NA
ENSG00000212584	RNU6-587P	NA
ENSG00000212585	NA	NA
ENSG00000212586		NA
ENSG00000212587		NA
ENSG00000212588	SNORA26	677810
ENSG00000212589		NA
ENSG00000212590		NA
ENSG00000212591	NA	NA
ENSG00000212593		NA
ENSG00000212594		NA
ENSG00000212595		NA
ENSG00000212597	RNU6-876P	NA
ENSG00000212598		NA
ENSG00000212599	RNU6-279P	NA
ENSG00000212601	RNA5SP53	NA
ENSG00000212602	NA	NA
ENSG00000212604		NA
ENSG00000212605	RNU1-56P	NA
ENSG00000212607	SNORA3B	677826
ENSG00000212608		NA
ENSG00000212609	RNU1-139P	NA
ENSG00000212610		NA
ENSG00000212611		NA
ENSG00000212612	RNU6-1239P	NA
ENSG00000212613	NA	NA
ENSG00000212615		NA
ENSG00000212616	NA	NA
ENSG00000212618		NA
ENSG00000212620		NA
ENSG00000212623	RNU6-493P	NA
ENSG00000212624		NA
ENSG00000212625	RNA5SP397	NA
ENSG00000212626		NA
ENSG00000212628	RNA5SP241	NA
ENSG00000212630	NA	NA
ENSG00000212631	NA	NA
ENSG00000212633	NA	NA
ENSG00000212634	NA	NA
ENSG00000212635	NA	NA
ENSG00000212638	NA	NA
ENSG00000212640	NA	NA
ENSG00000212641	NA	NA
ENSG00000212643	ZRSR1	NA
ENSG00000212646	NA	NA
ENSG00000212648	NA	NA
ENSG00000212652	NA	NA
ENSG00000212653	NA	NA
ENSG00000212655	NA	NA
ENSG00000212657	KRTAP16-1	100505753
ENSG00000212658	KRTAP29-1	100533177
ENSG00000212659	KRTAP9-6	100507608
ENSG00000212660	NA	NA
ENSG00000212663		NA
ENSG00000212664		NA
ENSG00000212666	NA	NA
ENSG00000212670	NA	NA
ENSG00000212671	NA	NA
ENSG00000212673	NA	NA
ENSG00000212678	NA	NA
ENSG00000212679	NA	NA
ENSG00000212689	NA	NA
ENSG00000212691	NA	NA
ENSG00000212694	LINC01089	338799
ENSG00000212695		NA
ENSG00000212697	NA	NA
ENSG00000212700	NA	NA
ENSG00000212701	NA	NA
ENSG00000212703	NA	NA
ENSG00000212710	CTAGE1	64693
ENSG00000212712		NA
ENSG00000212716	NA	NA
ENSG00000212717	DEFB117	NA
ENSG00000212719	C17orf51	339263
ENSG00000212720	NA	NA
ENSG00000212721	KRTAP4-11	653240
ENSG00000212722	KRTAP4-9	100132386
ENSG00000212724	KRTAP2-3	730755
ENSG00000212725	KRTAP2-1	81872
ENSG00000212729	NA	NA
ENSG00000212730	NA	NA
ENSG00000212732	NA	NA
ENSG00000212734	NA	NA
ENSG00000212735	NA	NA
ENSG00000212736	NA	NA
ENSG00000212738	NA	NA
ENSG00000212739	NA	NA
ENSG00000212743		NA
ENSG00000212744	NA	NA
ENSG00000212747	FAM127C	441518
ENSG00000212749	NA	NA
ENSG00000212753	NA	NA
ENSG00000212754	NA	NA
ENSG00000212755	NA	NA
ENSG00000212756	NA	NA
ENSG00000212757	NA	NA
ENSG00000212758	NA	NA
ENSG00000212759	NA	NA
ENSG00000212760	NA	NA
ENSG00000212766	EWSAT1	283673
ENSG00000212768	NA	NA
ENSG00000212769	HMGN2P8	NA
ENSG00000212771	NA	NA
ENSG00000212774	NA	NA
ENSG00000212775	NA	NA
ENSG00000212776	NA	NA
ENSG00000212778	NA	NA
ENSG00000212780	NA	NA
ENSG00000212781	NA	NA
ENSG00000212786	NA	NA
ENSG00000212787	NA	NA
ENSG00000212788	NA	NA
ENSG00000212789	ST13P5	NA
ENSG00000212796	NA	NA
ENSG00000212801	NA	NA
ENSG00000212802	RPL15P3	NA
ENSG00000212807	OR2A42	402317
ENSG00000212829	RPS26P3	NA
ENSG00000212836	NA	NA
ENSG00000212837	NA	NA
ENSG00000212838	NA	NA
ENSG00000212839	NA	NA
ENSG00000212840	NA	NA
ENSG00000212844	NA	NA
ENSG00000212850	NA	NA
ENSG00000212855	TTTY2	NA
ENSG00000212856	TTTY2B	NA
ENSG00000212857	NA	NA
ENSG00000212858	NA	NA
ENSG00000212859	NA	NA
ENSG00000212860	NA	NA
ENSG00000212861	NA	NA
ENSG00000212862	NA	NA
ENSG00000212863	NA	NA
ENSG00000212864	RNF208	727800
ENSG00000212865	NA	NA
ENSG00000212866	HSPA1B	3304
ENSG00000212867	NA	NA
ENSG00000212874	NA	NA
ENSG00000212875	NA	NA
ENSG00000212877	NA	NA
ENSG00000212878	NA	NA
ENSG00000212879	NA	NA
ENSG00000212880	NA	NA
ENSG00000212881	NA	NA
ENSG00000212882	NA	NA
ENSG00000212883	NA	NA
ENSG00000212884	NA	NA
ENSG00000212885	NA	NA
ENSG00000212886	NA	NA
ENSG00000212887	NA	NA
ENSG00000212888	NA	NA
ENSG00000212889	NA	NA
ENSG00000212890	NA	NA
ENSG00000212891	NA	NA
ENSG00000212892	NA	NA
ENSG00000212893	NA	NA
ENSG00000212894	NA	NA
ENSG00000212895	NA	NA
ENSG00000212896	NA	NA
ENSG00000212897	NA	NA
ENSG00000212899	KRTAP3-3	85293
ENSG00000212900	KRTAP3-2	83897
ENSG00000212901	KRTAP3-1	83896
ENSG00000212902	NA	NA
ENSG00000212903	NA	NA
ENSG00000212904	NA	NA
ENSG00000212905	NA	NA
ENSG00000212906	NA	NA
ENSG00000212907	MT-ND4L	4539
ENSG00000212908	NA	NA
ENSG00000212909	NA	NA
ENSG00000212910	NA	NA
ENSG00000212911	NA	NA
ENSG00000212912	NA	NA
ENSG00000212913	NA	NA
ENSG00000212914	NA	NA
ENSG00000212915	NA	NA
ENSG00000212916	MAP10	54627
ENSG00000212917	NA	NA
ENSG00000212919	NA	NA
ENSG00000212920	NA	NA
ENSG00000212924	NA	NA
ENSG00000212928	NA	NA
ENSG00000212929	NA	NA
ENSG00000212930		NA
ENSG00000212932	RPL23AP4	NA
ENSG00000212933	KRTAP12-4	386684
ENSG00000212935	KRTAP10-3	386682
ENSG00000212937	NA	NA
ENSG00000212938	KRTAP6-3	337968
ENSG00000212939		NA
ENSG00000212946	NA	NA
ENSG00000212947	NA	NA
ENSG00000212950	NA	NA
ENSG00000212951		NA
ENSG00000212952		NA
ENSG00000212953	NA	NA
ENSG00000212954	NA	NA
ENSG00000212955	NA	NA
ENSG00000212957	NA	NA
ENSG00000212958	NA	NA
ENSG00000212961	HNRNPA1P40	NA
ENSG00000212962	NA	NA
ENSG00000212972	NA	NA
ENSG00000212973	NA	NA
ENSG00000212974	NA	NA
ENSG00000212975	NA	NA
ENSG00000212976	NA	NA
ENSG00000212977	NA	NA
ENSG00000212978		339803
ENSG00000212983	NA	NA
ENSG00000212987	NA	NA
ENSG00000212988	NA	NA
ENSG00000212989		NA
ENSG00000212992	NA	NA
ENSG00000212993	POU5F1B	5462
ENSG00000212994	RPS26P6	NA
ENSG00000212997	NA	NA
ENSG00000212998	NA	NA
ENSG00000212999	NA	NA
ENSG00000213002	NA	NA
ENSG00000213003	BTF3P12	NA
ENSG00000213005	PTTG3P	26255
ENSG00000213006	NA	NA
ENSG00000213013	RPS15AP36	NA
ENSG00000213014	VN2R17P	NA
ENSG00000213015	ZNF580	51157
ENSG00000213016		NA
ENSG00000213017	NA	NA
ENSG00000213018		NA
ENSG00000213020	ZNF611	81856
ENSG00000213022	KLK9	284366
ENSG00000213023	SYT3	84258
ENSG00000213024	NUP62	23636
ENSG00000213025	COX20P1	NA
ENSG00000213026	CFL1P4	NA
ENSG00000213028		NA
ENSG00000213029	SPHAR	10638
ENSG00000213030	CGB8	94115
ENSG00000213031	NA	NA
ENSG00000213032	NDUFA3P3	NA
ENSG00000213033	AURKAPS1	NA
ENSG00000213035	RPL23AP80	NA
ENSG00000213036		NA
ENSG00000213037	NA	NA
ENSG00000213038	NA	NA
ENSG00000213041		NA
ENSG00000213043	NA	NA
ENSG00000213044	NA	NA
ENSG00000213045		NA
ENSG00000213046	EEF1A1P32	NA
ENSG00000213047	DENND1B	163486
ENSG00000213048	OR5S1P	NA
ENSG00000213049	HNRNPA1P34	NA
ENSG00000213050	TPM3P1	NA
ENSG00000213051	RPL5P5	NA
ENSG00000213052	NA	NA
ENSG00000213054	NA	NA
ENSG00000213055	EEF1B2P7	NA
ENSG00000213056	NA	NA
ENSG00000213057	C1orf220	400798
ENSG00000213058		NA
ENSG00000213059	NA	NA
ENSG00000213060		NA
ENSG00000213061	PFN1P11	NA
ENSG00000213062		NA
ENSG00000213063	RPL29P7	NA
ENSG00000213064	SFT2D2	375035
ENSG00000213065		NA
ENSG00000213066	FGFR1OP	11116
ENSG00000213067		NA
ENSG00000213068		NA
ENSG00000213069	KRT8P40	NA
ENSG00000213070	HMGB3P6	NA
ENSG00000213071	LPAL2	80350
ENSG00000213073		729603
ENSG00000213075	RPL31P11	641311
ENSG00000213076		NA
ENSG00000213077	FAM106A	NA
ENSG00000213078		NA
ENSG00000213079	SCAF8	22828
ENSG00000213080		NA
ENSG00000213081		NA
ENSG00000213082	PPP1R14BP2	NA
ENSG00000213083		NA
ENSG00000213084	NA	NA
ENSG00000213085	CFAP45	25790
ENSG00000213087		NA
ENSG00000213088	ACKR1	2532
ENSG00000213089	PDCL3P5	NA
ENSG00000213090		NA
ENSG00000213091	PHBP1	NA
ENSG00000213092	NA	NA
ENSG00000213093	NA	NA
ENSG00000213096	ZNF254	9534
ENSG00000213098	NA	NA
ENSG00000213099	NA	NA
ENSG00000213100	KRT18P68	NA
ENSG00000213102	NA	NA
ENSG00000213104	NPM1P46	NA
ENSG00000213107	AHCYP5	NA
ENSG00000213108	BTF3L4P3	NA
ENSG00000213109		NA
ENSG00000213110		NA
ENSG00000213111	COX5BP2	NA
ENSG00000213112	NA	NA
ENSG00000213113	TUBB8P8	NA
ENSG00000213114	NA	NA
ENSG00000213115		NA
ENSG00000213117		NA
ENSG00000213118	CHCHD2P4	NA
ENSG00000213119	NA	NA
ENSG00000213120	LIN28AP1	NA
ENSG00000213121		NA
ENSG00000213122	RPL23AP46	NA
ENSG00000213123	TCTEX1D2	255758
ENSG00000213124	NA	NA
ENSG00000213125	NA	NA
ENSG00000213126		NA
ENSG00000213127	NA	NA
ENSG00000213128	RPL32P31	NA
ENSG00000213130	EEF1DP5	NA
ENSG00000213131	YWHAZP4	NA
ENSG00000213132	NA	NA
ENSG00000213133	PPP1R14BP5	NA
ENSG00000213135	NA	NA
ENSG00000213137	ARF1P2	NA
ENSG00000213138	NA	NA
ENSG00000213139	CRYGS	1427
ENSG00000213140	ELK2AP	NA
ENSG00000213144		NA
ENSG00000213145	CRIP1	1396
ENSG00000213146	NA	NA
ENSG00000213147	RPL23AP60	NA
ENSG00000213148		NA
ENSG00000213149	CNN2P9	NA
ENSG00000213150		NA
ENSG00000213152	RPL7AP60	NA
ENSG00000213153		NA
ENSG00000213154	NA	NA
ENSG00000213155		NA
ENSG00000213156	NA	NA
ENSG00000213157		NA
ENSG00000213158	GAPDHP36	NA
ENSG00000213159	CEND1P1	NA
ENSG00000213160	KLHL23	151230
ENSG00000213163	NA	NA
ENSG00000213164	NA	NA
ENSG00000213165	NA	NA
ENSG00000213166	NA	NA
ENSG00000213167		NA
ENSG00000213169		NA
ENSG00000213170		NA
ENSG00000213171	LINGO4	339398
ENSG00000213172		NA
ENSG00000213173	NA	NA
ENSG00000213174		NA
ENSG00000213176	RPL13P6	NA
ENSG00000213177	PRDX2P4	NA
ENSG00000213178		NA
ENSG00000213179	RPL17P41	NA
ENSG00000213180	RPL36AP48	NA
ENSG00000213181	OR10N1P	NA
ENSG00000213182	OR10D5P	NA
ENSG00000213183	RPS7P8	NA
ENSG00000213184		NA
ENSG00000213185	FAM24B	196792
ENSG00000213186	TRIM59	286827
ENSG00000213187	COPS5P1	NA
ENSG00000213188	YBX1P4	NA
ENSG00000213189	BTF3L4P2	NA
ENSG00000213190	MLLT11	10962
ENSG00000213192	NA	NA
ENSG00000213194		NA
ENSG00000213197		NA
ENSG00000213198	NA	NA
ENSG00000213199	ASIC3	9311
ENSG00000213201	FABP5P10	NA
